age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
44,curvy,,socially,,working on space camp,"asian, pacific islander, hispanic / latin",61,-1,artistic / musical / writer,,straight,likes dogs and likes cats,other and laughing about it,f,virgo but it doesn&rsquo;t matter,no,"english (fluently), japanese (poorly), spanish (poorly), other (okay)",single
26,average,strictly anything,socially,never,law school,other,71,-1,law / legal services,doesn&rsquo;t have kids,straight,,agnosticism,m,aries,no,english,single
23,,anything,often,sometimes,graduated from college/university,white,64,-1,hospitality / travel,doesn&rsquo;t have kids,bisexual,likes dogs,,f,libra and it&rsquo;s fun to think about,sometimes,"english, italian, french (okay), spanish (okay)",single
23,skinny,,socially,never,working on college/university,white,76,20000,student,,straight,has dogs and has cats,agnosticism and laughing about it,m,taurus and it&rsquo;s fun to think about,no,english,single
38,skinny,anything,socially,never,graduated from two-year college,white,70,-1,other,,straight,likes dogs and likes cats,other and somewhat serious about it,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single
25,athletic,mostly anything,socially,never,graduated from college/university,asian,64,-1,education / academia,"has a kid, and wants more",gay,,other and laughing about it,f,aries and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)",single
26,athletic,mostly anything,rarely,never,working on masters program,asian,64,-1,medicine / health,has a kid,gay,,other but not too serious about it,f,aries and it&rsquo;s fun to think about,no,"english, chinese",single
38,average,,socially,never,,white,70,-1,computer / hardware / software,doesn&rsquo;t want kids,straight,,,m,,no,english,single
43,average,mostly anything,socially,never,graduated from college/university,white,71,-1,executive / management,has kids,straight,,christianity but not too serious about it,m,capricorn but it doesn&rsquo;t matter,no,"english, farsi",single
31,athletic,strictly anything,socially,never,graduated from masters program,white,68,-1,sales / marketing / biz dev,"doesn&rsquo;t have kids, but wants them",bisexual,likes dogs and likes cats,agnosticism but not too serious about it,f,aries but it doesn&rsquo;t matter,no,english,single
25,average,mostly anything,,,graduated from college/university,white,74,-1,executive / management,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and dislikes cats,other but not too serious about it,m,virgo and it&rsquo;s fun to think about,trying to quit,english (fluently),single
42,athletic,mostly other,rarely,never,graduated from ph.d program,white,65,-1,,,bisexual,has dogs and has cats,judaism but not too serious about it,f,aries but it doesn&rsquo;t matter,no,"english, hebrew, spanish (poorly), italian (poorly)",single
49,athletic,mostly other,rarely,never,graduated from college/university,white,72,-1,executive / management,has kids,gay,has dogs,other,m,leo and it&rsquo;s fun to think about,no,english,single
23,skinny,mostly anything,socially,sometimes,graduated from college/university,white,69,40000,science / tech / engineering,,straight,,,m,,when drinking,english,single
28,a little extra,mostly anything,socially,never,graduated from college/university,"asian, white",70,-1,banking / financial / real estate,doesn&rsquo;t have kids,straight,,,m,aries,no,english,single
38,fit,,not at all,never,,,72,-1,,,gay,,,m,leo,no,english,single
25,,mostly vegetarian,often,,graduated from college/university,white,63,-1,other,,straight,,,f,cancer and it&rsquo;s fun to think about,,"english (fluently), spanish (fluently)",single
22,thin,,socially,never,,asian,64,-1,,,straight,likes dogs,catholicism,f,,no,english,single
51,a little extra,mostly vegetarian,socially,never,graduated from two-year college,white,69,-1,medicine / health,,gay,,atheism,m,gemini and it&rsquo;s fun to think about,no,english,single
36,,,socially,never,working on two-year college,white,63,-1,education / academia,,straight,likes dogs and likes cats,agnosticism and somewhat serious about it,f,pisces and it&rsquo;s fun to think about,yes,"english, russian",available
27,,,often,never,graduated from college/university,,68,-1,,,straight,likes dogs and likes cats,,f,aries and it&rsquo;s fun to think about,no,"english (fluently), german (okay)",single
30,average,mostly anything,socially,never,working on college/university,"asian, pacific islander",70,50000,science / tech / engineering,might want kids,straight,has dogs,catholicism,m,gemini and it&rsquo;s fun to think about,trying to quit,english,single
19,curvy,mostly vegetarian,rarely,sometimes,working on college/university,black,70,-1,,,gay,,,f,capricorn,sometimes,english,single
20,average,,very often,sometimes,working on college/university,white,63,20000,,,straight,,atheism and very serious about it,f,libra and it&rsquo;s fun to think about,sometimes,english,single
29,thin,mostly anything,rarely,never,graduated from college/university,asian,62,-1,,,straight,,,f,,no,"english, chinese, japanese",single
30,average,,socially,never,graduated from college/university,white,60,-1,science / tech / engineering,,straight,likes dogs and likes cats,,f,,no,"english, turkish",single
60,average,mostly anything,not at all,never,graduated from college/university,white,74,20000,clerical / administrative,has a kid,straight,likes dogs and likes cats,other but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",single
56,full figured,,socially,never,graduated from college/university,white,66,-1,clerical / administrative,,straight,likes dogs and has cats,other and somewhat serious about it,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
55,athletic,mostly other,rarely,never,dropped out of college/university,white,72,100000,other,doesn&rsquo;t have kids,straight,likes dogs and likes cats,other and laughing about it,m,pisces but it doesn&rsquo;t matter,no,"english (fluently), japanese (poorly)",single
48,average,,socially,never,graduated from masters program,white,64,-1,education / academia,has kids,straight,has dogs and dislikes cats,other and laughing about it,f,,no,english (fluently),single
30,athletic,mostly anything,socially,never,graduated from college/university,"white, other",74,-1,science / tech / engineering,,straight,likes dogs and likes cats,atheism,m,pisces,no,english (fluently),single
36,athletic,mostly anything,socially,sometimes,graduated from college/university,"hispanic / latin, white",71,-1,other,,straight,,other but not too serious about it,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), portuguese (poorly)",single
21,average,mostly vegetarian,socially,sometimes,working on college/university,white,63,20000,student,,straight,likes dogs and likes cats,agnosticism and somewhat serious about it,f,leo and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (poorly)",single
24,athletic,other,socially,never,graduated from college/university,white,71,-1,science / tech / engineering,doesn&rsquo;t have kids,straight,dislikes dogs and dislikes cats,judaism,m,scorpio,no,"english, hebrew",single
35,thin,mostly anything,socially,,graduated from masters program,white,65,-1,,,straight,likes dogs and likes cats,agnosticism,f,,,"english, french",single
44,average,strictly vegetarian,socially,never,graduated from college/university,white,68,100000,sales / marketing / biz dev,has a kid,straight,likes dogs and likes cats,atheism but not too serious about it,f,cancer but it doesn&rsquo;t matter,no,english,single
33,thin,anything,socially,never,graduated from two-year college,white,67,-1,other,has kids,straight,has dogs,catholicism,f,aquarius but it doesn&rsquo;t matter,yes,english (fluently),single
52,,,socially,never,,white,63,-1,,has kids,straight,has dogs,,f,scorpio,no,english,single
28,average,anything,often,never,graduated from masters program,,70,-1,,,gay,,catholicism and laughing about it,m,capricorn and it&rsquo;s fun to think about,,english,single
33,athletic,mostly anything,often,,graduated from college/university,,75,-1,entertainment / media,,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,scorpio,no,english,single
27,,,socially,never,graduated from college/university,asian,62,-1,artistic / musical / writer,,straight,,,f,,no,english,single
64,average,anything,socially,never,graduated from college/university,white,67,-1,retired,has kids,straight,has cats,other but not too serious about it,f,aquarius and it&rsquo;s fun to think about,no,english,single
27,used up,mostly anything,often,sometimes,dropped out of space camp,other,69,-1,other,doesn&rsquo;t want kids,straight,likes dogs,atheism and very serious about it,m,leo but it doesn&rsquo;t matter,no,english,single
27,average,,often,never,graduated from college/university,white,66,-1,hospitality / travel,,straight,likes dogs and likes cats,catholicism but not too serious about it,f,aquarius but it doesn&rsquo;t matter,no,english (fluently),single
31,thin,mostly anything,socially,never,graduated from masters program,white,63,-1,artistic / musical / writer,,straight,,christianity but not too serious about it,f,capricorn and it&rsquo;s fun to think about,sometimes,english,single
35,athletic,mostly anything,socially,never,graduated from college/university,asian,67,-1,sales / marketing / biz dev,,straight,,,m,scorpio and it&rsquo;s fun to think about,no,"english, vietnamese (okay)",single
62,fit,,rarely,never,graduated from college/university,asian,63,-1,medicine / health,has kids,straight,has cats,,f,,no,"english (fluently), chinese (okay), spanish (okay)",single
35,athletic,,rarely,never,working on masters program,white,63,-1,other,,straight,,,f,capricorn and it&rsquo;s fun to think about,no,english,single
27,thin,,socially,never,graduated from college/university,white,66,-1,other,,straight,likes dogs and likes cats,agnosticism but not too serious about it,f,taurus but it doesn&rsquo;t matter,no,"english (fluently), french (okay), spanish (okay)",single
40,thin,,socially,never,graduated from masters program,white,64,-1,other,,straight,,other,f,cancer and it&rsquo;s fun to think about,no,english,single
47,fit,mostly anything,socially,,graduated from college/university,white,68,150000,executive / management,has kids,straight,,other but not too serious about it,f,,no,english,single
24,average,mostly anything,socially,never,two-year college,white,69,-1,,doesn&rsquo;t have kids,straight,likes dogs and likes cats,christianity,f,scorpio,no,english (fluently),single
