EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_IMMIGRATION_CATEGORY-COMPONENT	FR_CATÉGORIE_D'IMMIGRATION-COMPOSANTE	TOTAL
2020	Q2	Apr	2020	T2	avr.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	--
2021	Q2	Apr	2021	T2	avr.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	45
2026	Q3	Jul	2026	T3	juil.	Nunavut	Nunavut	Canadian Experience	Catégorie de l’expérience canadienne	--
2018	Q4	Oct	2018	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	--
2020	Q2	May	2020	T2	mai	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	45
2016	Q1	Feb	2016	T1	fév.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	10
2016	Q1	Jan	2016	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Trade	Métiers spécialisés	--
2016	Q1	Jan	2016	T1	janv.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	165
2023	Q4	Nov	2023	T4	nov.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	--
2018	Q2	Apr	2018	T2	avr.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	10
2024	Q3	Sep	2024	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	--
2019	Q4	Oct	2019	T4	oct.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	670
2024	Q1	Mar	2024	T1	mars	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	235
2021	Q4	Oct	2021	T4	oct.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	30
2025	Q2	Jun	2025	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	--
2022	Q3	Sep	2022	T3	sept.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	55
2020	Q4	Nov	2020	T4	nov.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	10
2025	Q3	Sep	2025	T3	sept.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2022	Q2	Apr	2022	T2	avr.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	730
2026	Q2	Jun	2026	T2	juin	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	35
2021	Q2	May	2021	T2	mai	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2022	Q1	Jan	2022	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2016	Q4	Oct	2016	T4	oct.	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2024	Q1	Feb	2024	T1	fév.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	25
2022	Q1	Jan	2022	T1	janv.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	90
2017	Q3	Sep	2017	T3	sept.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	15
2016	Q4	Dec	2016	T4	déc.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	15
2019	Q4	Dec	2019	T4	déc.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	105
2017	Q4	Nov	2017	T4	nov.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	30
2018	Q2	May	2018	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	10
2024	Q4	Oct	2024	T4	oct.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2023	Q4	Nov	2023	T4	nov.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	355
2019	Q3	Aug	2019	T3	août	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	35
2025	Q1	Jan	2025	T1	janv.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	2100
2022	Q4	Dec	2022	T4	déc.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	755
2016	Q3	Aug	2016	T3	août	Saskatchewan	Saskatchewan	Skilled Trade	Métiers spécialisés	--
2016	Q1	Feb	2016	T1	fév.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	110
2026	Q1	Feb	2026	T1	fév.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	35
2018	Q3	Aug	2018	T3	août	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	320
2018	Q1	Jan	2018	T1	janv.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	55
2019	Q2	Jun	2019	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	10
2025	Q3	Sep	2025	T3	sept.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	325
2026	Q1	Jan	2026	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	10
2025	Q1	Feb	2025	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	15
2015	Q3	Aug	2015	T3	août	Saskatchewan	Saskatchewan	Skilled Trade	Métiers spécialisés	--
2016	Q3	Sep	2016	T3	sept.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	195
2015	Q2	Jun	2015	T2	juin	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	15
2019	Q3	Sep	2019	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	10
2024	Q4	Nov	2024	T4	nov.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	35
2021	Q4	Oct	2021	T4	oct.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	8490
2021	Q2	Jun	2021	T2	juin	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	525
2022	Q4	Dec	2022	T4	déc.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	25
2024	Q4	Nov	2024	T4	nov.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	75
2015	Q4	Dec	2015	T4	déc.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	150
2019	Q4	Nov	2019	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	5
2020	Q3	Aug	2020	T3	août	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	10
2025	Q1	Jan	2025	T1	janv.	Yukon	Yukon	Canadian Experience	Catégorie de l’expérience canadienne	--
2016	Q4	Dec	2016	T4	déc.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2024	Q1	Feb	2024	T1	fév.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	40
2015	Q2	Jun	2015	T2	juin	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	--
2024	Q2	May	2024	T2	mai	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	25
2025	Q2	May	2025	T2	mai	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	205
2015	Q4	Dec	2015	T4	déc.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	10
2016	Q3	Jul	2016	T3	juil.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	--
2018	Q1	Mar	2018	T1	mars	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	45
2017	Q4	Oct	2017	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	5
2021	Q1	Feb	2021	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	10
2026	Q2	May	2026	T2	mai	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2019	Q4	Oct	2019	T4	oct.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	160
2021	Q4	Nov	2021	T4	nov.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	105
2022	Q1	Mar	2022	T1	mars	Ontario	Ontario	Skilled Trade	Métiers spécialisés	20
2017	Q1	Feb	2017	T1	fév.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	890
2016	Q3	Aug	2016	T3	août	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	65
2018	Q2	Apr	2018	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	45
2022	Q2	May	2022	T2	mai	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	1265
2022	Q3	Jul	2022	T3	juil.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	15
2025	Q3	Aug	2025	T3	août	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	20
2023	Q1	Feb	2023	T1	fév.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	1265
2019	Q4	Nov	2019	T4	nov.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	130
2015	Q3	Aug	2015	T3	août	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	--
2018	Q2	May	2018	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2024	Q4	Nov	2024	T4	nov.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	20
2021	Q4	Dec	2021	T4	déc.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	40
2021	Q2	Apr	2021	T2	avr.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	4465
2019	Q4	Nov	2019	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	10
2015	Q2	May	2015	T2	mai	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2015	Q4	Nov	2015	T4	nov.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	15
2016	Q2	Jun	2016	T2	juin	Nunavut	Nunavut	Skilled Worker	Travailleurs qualifiés	--
2024	Q2	Apr	2024	T2	avr.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	1030
2020	Q1	Mar	2020	T1	mars	Saskatchewan	Saskatchewan	Skilled Trade	Métiers spécialisés	--
2023	Q3	Jul	2023	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	25
2017	Q3	Aug	2017	T3	août	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	335
2022	Q2	May	2022	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2017	Q4	Oct	2017	T4	oct.	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	--
2018	Q2	Jun	2018	T2	juin	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	140
2026	Q3	Jul	2026	T3	juil.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	15
2016	Q1	Feb	2016	T1	fév.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	5
2019	Q4	Dec	2019	T4	déc.	Manitoba	Manitoba	Skilled Trade	Métiers spécialisés	--
2018	Q2	Apr	2018	T2	avr.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	590
2024	Q2	Jun	2024	T2	juin	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	490
2021	Q3	Sep	2021	T3	sept.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	--
2020	Q2	Jun	2020	T2	juin	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	10
2021	Q3	Jul	2021	T3	juil.	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	195
2020	Q4	Oct	2020	T4	oct.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	5
2020	Q3	Aug	2020	T3	août	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	280
2019	Q1	Feb	2019	T1	fév.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	415
2024	Q3	Sep	2024	T3	sept.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	435
2021	Q3	Sep	2021	T3	sept.	Nunavut	Nunavut	Canadian Experience	Catégorie de l’expérience canadienne	--
2024	Q3	Aug	2024	T3	août	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	840
2019	Q3	Jul	2019	T3	juil.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	50
2020	Q2	May	2020	T2	mai	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2018	Q1	Jan	2018	T1	janv.	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	55
2016	Q1	Feb	2016	T1	fév.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	40
2023	Q2	Jun	2023	T2	juin	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	3455
2018	Q4	Oct	2018	T4	oct.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	35
2019	Q4	Nov	2019	T4	nov.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	3545
2019	Q2	Apr	2019	T2	avr.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	520
2021	Q1	Mar	2021	T1	mars	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	60
2025	Q3	Aug	2025	T3	août	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	10
2016	Q3	Aug	2016	T3	août	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	15
2020	Q4	Oct	2020	T4	oct.	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	30
2017	Q2	May	2017	T2	mai	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	1130
2016	Q3	Jul	2016	T3	juil.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	730
2022	Q1	Feb	2022	T1	fév.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	260
2026	Q1	Jan	2026	T1	janv.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	140
2024	Q4	Dec	2024	T4	déc.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2019	Q1	Jan	2019	T1	janv.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	225
2019	Q4	Oct	2019	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	10
2017	Q3	Jul	2017	T3	juil.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	205
2023	Q3	Aug	2023	T3	août	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	1605
2017	Q1	Mar	2017	T1	mars	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	120
2018	Q2	Jun	2018	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	5
2025	Q2	May	2025	T2	mai	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	390
2020	Q4	Oct	2020	T4	oct.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	15
2021	Q1	Feb	2021	T1	fév.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	40
2020	Q1	Mar	2020	T1	mars	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	130
2023	Q2	May	2023	T2	mai	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	255
2019	Q3	Jul	2019	T3	juil.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	635
2021	Q3	Aug	2021	T3	août	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	365
2019	Q1	Feb	2019	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	50
2023	Q2	May	2023	T2	mai	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	30
2026	Q3	Jul	2026	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2020	Q1	Mar	2020	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2018	Q2	Jun	2018	T2	juin	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	20
2023	Q2	May	2023	T2	mai	Yukon	Yukon	Canadian Experience	Catégorie de l’expérience canadienne	--
2023	Q1	Mar	2023	T1	mars	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2023	Q4	Dec	2023	T4	déc.	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	685
2022	Q3	Sep	2022	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	40
2017	Q4	Nov	2017	T4	nov.	Yukon	Yukon	Canadian Experience	Catégorie de l’expérience canadienne	--
2016	Q3	Jul	2016	T3	juil.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	395
2023	Q3	Jul	2023	T3	juil.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	55
2023	Q4	Nov	2023	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	--
2025	Q1	Mar	2025	T1	mars	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	30
2024	Q2	Apr	2024	T2	avr.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	20
2016	Q3	Sep	2016	T3	sept.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	10
2020	Q4	Nov	2020	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2025	Q1	Feb	2025	T1	fév.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	1535
2017	Q3	Sep	2017	T3	sept.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	25
2026	Q2	Jun	2026	T2	juin	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	2730
2021	Q4	Nov	2021	T4	nov.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	--
2022	Q4	Nov	2022	T4	nov.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	--
2019	Q1	Mar	2019	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2025	Q3	Aug	2025	T3	août	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	1075
2021	Q1	Jan	2021	T1	janv.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	415
2015	Q3	Jul	2015	T3	juil.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	60
2023	Q4	Oct	2023	T4	oct.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	350
2019	Q3	Sep	2019	T3	sept.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	290
2025	Q2	May	2025	T2	mai	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	20
2026	Q2	Jun	2026	T2	juin	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	25
2021	Q3	Jul	2021	T3	juil.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	225
2025	Q1	Jan	2025	T1	janv.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	170
